0,0,0,0.005721
0,0,1,0.061288
0,0,2,0.145469
0,0,3,0.271338
0,0,4,0.351933
0,0,5,0.417111
0,0,6,0.488740
0,0,7,0.835524
0,0,8,1.163925
0,0,9,1.259261
0,0,10,1.348529
0,0,11,1.095730
0,0,12,0.489794
0,0,13,0.255399
0,0,14,0.245927
0,0,15,0.268534
0,0,16,0.229744
0,0,17,0.178688
0,0,18,0.069953
0,0,19,0.045319
0,0,20,0.026986
0,0,21,0.029624
0,0,22,0.021265
0,0,23,0.024351
0,0,24,0.012429
0,0,25,0.010096
0,0,26,0.010598
0,0,27,0.015870
0,1,0,0.010776
0,1,1,0.041073
0,1,2,0.188920
0,1,3,0.401727
0,1,4,0.849403
0,1,5,1.063476
0,1,6,1.524364
0,1,7,1.714467
0,1,8,2.020135
0,1,9,1.850822
0,1,10,1.672561
0,1,11,1.823482
0,1,12,2.006695
0,1,13,1.109406
0,1,14,0.489640
0,1,15,0.381457
0,1,16,0.404754
0,1,17,0.345774
0,1,18,0.313309
0,1,19,0.172555
0,1,20,0.124762
0,1,21,0.086914
0,1,22,0.032049
0,1,23,0.037367
0,1,24,0.017927
0,1,25,0.004746
0,1,26,0.005949
0,1,27,0.056608
0,1,28,0.014319
0,2,0,0.008610
0,2,1,0.019822
0,2,2,0.088765
0,2,3,0.230004
0,2,4,0.433556
0,2,5,0.933001
0,2,6,2.273467
0,2,7,2.941848
0,2,8,4.256042
0,2,9,4.570082
0,2,10,4.573051
0,2,11,4.233017
0,2,12,4.667925
0,2,13,3.811918
0,2,14,2.188681
0,2,15,1.106238
0,2,16,0.639897
0,2,17,0.630600
0,2,18,0.735675
0,2,19,0.643083
0,2,20,0.321827
0,2,21,0.181765
0,2,22,0.111916
0,2,23,0.061013
0,2,24,0.022840
0,2,25,0.040624
0,2,26,0.027467
0,2,28,0.023874
0,2,30,0.034585
0,3,0,0.008621
0,3,1,0.007131
0,3,2,0.015244
0,3,3,0.061874
0,3,4,0.127990
0,3,5,0.243056
0,3,6,0.711638
0,3,7,1.610225
0,3,8,2.455143
0,3,9,2.884880
0,3,10,4.795557
0,3,11,6.899705
0,3,12,10.663395
0,3,13,14.979384
0,3,14,9.346850
0,3,15,6.106539
0,3,16,4.106763
0,3,17,2.349212
0,3,18,1.254990
0,3,19,1.029696
0,3,20,1.071313
0,3,21,0.859423
0,3,22,0.572230
0,3,23,0.187312
0,3,24,0.108359
0,3,25,0.146360
0,3,26,0.078254
0,3,28,0.023380
0,4,0,0.000783
0,4,1,0.004514
0,4,2,0.004627
0,4,3,0.015728
0,4,4,0.026711
0,4,5,0.077548
0,4,6,0.141295
0,4,7,0.321394
0,4,8,0.876756
0,4,9,1.715361
0,4,10,1.911331
0,4,11,3.542405
